"player_mlb_id","playerID_LAHMAN","birthYear","birthMonth","birthDay","birthCountry","weight","height","bats","throws","debut","birthDate"
"083d603cf3249f2f57c04b16db50218beba3c152","b88a2f22db876835a11cbe2ba820e5ede7e7194d",1989,8,21,"Venezuela",198,73,"B","R",2013-09-08,1989-08-21
,"46f7714e8268e7cfa3e4a8a6f7bc240186f8266f",1994,12,28,"Panama",225,74,"R","R",2019-06-15,1994-12-28
"dd88f2a4e7bcda4bc31f4b14b9dad03479201e7d","46f7714e8268e7cfa3e4a8a6f7bc240186f8266f",1994,12,28,"Panama",225,74,"R","R",2019-06-15,1994-12-28
,"419b35f90f51fbbddfb42e6793afc110f00557fd",1990,6,30,"Venezuela",277,75,"R","R",2014-05-15,1990-06-30
"05a292bbf1cbcb57dbbc1e50c042e3aef3b6f94a","ba1d977379befdf15f7093ce02f812ce5f589f15",1991,9,26,"Mexico",194,68,"L","L",2021-07-30,1991-09-26
"c956a35dc203574f18ce58bc84bffb3e168da889","3340f3c86213464d1d399e3def96d78a3eecea29",1994,9,11,"USA",168,74,"L","L",2022-08-26,1994-09-11
"2923b2767d40064620b34fd192dd7af293143844","423bf4648decae315c586b05eaeba588301cca97",1990,3,15,"USA",201,74,"R","R",2014-06-29,1990-03-15
"bcfe3b7e6b498b243aa5c5ddcb81d57e0176d976","069ecbec572b88b05773f8bdec483c3fd2e0c9e9",1995,4,1,"USA",235,71,"L","L",2020-08-14,1995-04-01
,"f1f169efced27983ddad9676878e9e5964bba466",1988,4,16,"Japan",182,72,"L","R",2020-07-24,1988-04-16
"f5c048ecfa7dfb98295a754b52f2b04e7ccde309","ea5f89b202d12c305ceb7a6420e85f1750d5beea",1991,6,14,"USA",220,76,"R","R",2019-04-12,1991-06-14
"6ff7df1c0f49354bf4afe010f8b3afde49304c9f","48cd9b761fe204c91dc5f2aba0e68112b3488912",1985,10,6,"CAN",200,73,"R","L",2013-08-06,1985-10-06
"17cbce1de7a9d4e31952e86ba69ced3fa5f1c28c","e82bae7e8639439f0be9c5bbe7fe4b14abd16479",1992,10,17,"D.R.",215,71,"R","R",2015-05-29,1992-10-17
"eaf15019197f34856b93b0be6a16092415c9f0db","ef3ff11f6ef7f1d989b4a51808c0fc0a818c76e1",1983,1,20,"USA",225,73,"L","R",2006-07-25,1983-01-20
"bbd2b8abf772b70d3b09f8e1ef274e6a1b6c8c3e","57b18fc7afe2f4634e7101050b54ef48d5a346cf",1997,1,7,"Curacao",165,68,"B","R",2017-08-01,1997-01-07
"19fcf102455f7153834ce0da3d35c4fa2cfc7f45","b1bd797abfd174412ecaaba4734e4d5b6c160da9",1986,6,10,"D.R.",195,72,"R","R",2011-04-15,1986-06-10
"04c55b806675c5b5cc0e9fa9b5bcfa1447ffdd43","75085b69a8a38b64af62dbda466a80362cb2511a",1995,7,28,"D.R.",205,75,"R","R",2019-09-21,1995-07-28
"dc57838b4a0189444ff3f5e02fcf5041ee992ba7","07467a086a8b1752f1a0bb1ac9e340cc27da785b",1991,10,29,"D.R.",170,70,"B","R",2014-07-09,1991-10-29
,"249a4da9eba0e72deab7b66728df030ce34b9406",1992,12,4,"D.R.",220,76,"R","R",2016-09-05,1992-12-04
"34415ee2ef93a38bffd2295405d657ece1b20853","3b21cfc046baf8a6e941bd73e105b9a7fbdedbb0",1995,9,7,"D.R.",200,77,"R","R",2017-09-03,1995-09-07
"7c4a0dfedf9b0dd9d6b2dc4c349f597e4e03063c","52ddd8ba5dabcc1208dbceb0cec28f48d698621c",1996,7,10,"D.R.",151,69,"B","R",2020-09-06,1996-07-10
"ac36c014a0c17b42916c2e7da2f6eac7fa69fc59","93478fdc02d0ec9ad1c7cc8a5301c0473a1a07b8",1993,4,3,"D.R.",190,74,"R","R",2017-09-05,1993-04-03
"3b150b37ad41ab93668775828df8612d994716eb","4091907bf2ab6d040a4173aca7382b8c6083b57c",1993,3,1,"USA",200,75,"R","R",2022-06-01,1993-03-01
"9733e83987bc6ef229981f8ffbe5cf103e5d1491","ffcc230923d0a6323c6fe5c9a3bbba7e80ee0ec0",1989,7,10,"USA",195,74,"L","L",2015-09-02,1989-07-10
"c6020d12585d4a0d7b1babd840c54f37a9159aea","03c3f249014ce376e0997e2d8c632d59aa112819",1994,7,14,"USA",203,74,"R","L",2019-07-03,1994-07-14
"5ac86504dbb4451e0762e89aa78e484565151541","d71f69080bb8db545a52e161dda1d7b497ab8c3d",1998,4,21,"USA",195,76,"R","R",2021-08-30,1998-04-21
"6f664a1df28f7e1fccaf73beb75adfe6937f422a","f5349a2c485e220a62c9a76c88e0eed59cbcb65c",1993,6,11,"Colombia",230,75,"R","R",2016-09-12,1993-06-11
"f9256c4f770ab7f6f795e7f47c0dee1c7c51ec35","c268ee9af6df2adc8aba79c097bdbab1f5153564",1994,7,20,"USA",215,73,"R","R",2017-05-19,1994-07-20
"9f97eba0f0f065f43f3bae1fbc442de93be9cf41","61f5ff44174096f0d6fa991842d50ddf49b95026",1997,8,13,"USA",195,73,"L","L",2018-07-31,1997-08-13
"0f3f76a049d41fb4df8446877c8f814e3f778e9a","9e2d6661f0b5024e1d88fa3b65c15d0e63f1024e",1996,7,25,"USA",205,75,"L","L",2022-05-12,1996-07-25
"69f55165cf8e822a43ce69144542abe72fe88fe9","39531227b49ccc1806b90752070840ccfc54b538",1994,1,16,"USA",219,74,"L","R",2019-05-11,1994-01-16
"a84b7c14ea9877e910e26176b17e90e1e88ff21a","2939e048ff530db2711fa37cd6744e4ec819bfc5",1988,11,20,"USA",210,73,"R","R",2012-07-20,1988-11-20
"7444ae27fad0087ccfa349699a76e5c4b105de5e","795863f049dd54b3dc07d918d3084e059a2ee376",1993,3,15,"USA",185,72,"B","R",2017-09-01,1993-03-15
"0b7e91b73e8e3ce2c1aa8d74416e37aa24d45b60","7037f24ca0b0fdf56553809cbcc41cfff4321ef5",1997,5,23,"USA",200,75,"R","L",2019-06-18,1997-05-23
"f48c078f81d0ec2d13652239064709870621c5bc","e89faf302994588fe9ba0361b76a983736b82b44",1998,10,8,"USA",166,68,"R","R",2022-04-19,1998-10-08
,"a03842da3862a7ecb1944d96242b0541fcc1deba",1996,2,3,"USA",225,75,"L","L",2021-07-02,1996-02-03
"a4a4a9af570f051b4f4c7dd85cd48badef16d7aa","323e7342ed6740a4aba4ddc5b6992695bda9e3b3",1989,6,27,"D.R.",223,70,"B","R",2013-08-30,1989-06-27
,"fa3668edd5853fe4a5002f39c2d475b6dcfac211",1993,4,4,"D.R.",210,73,"R","R",2015-09-01,1993-04-04
"35ee61646c04b642d8fb2cb054de9abe544e9341","0ab51c3b864e1379a2d890a301907d9c776c187b",1994,6,4,"USA",223,77,"R","R",2018-06-21,1994-06-04
"a3d16709d576cd417aa21db5fe63e79565dc0e67","2a405e9043cee4407b5d9b080ec09fa1da2dc754",1994,4,16,"USA",190,74,"R","R",2016-06-07,1994-04-16
"ccf59a5a3714de7f546cc6a2168044419ebc12a2","95460f28f635c0c9d4bb83274e3534f92fb2e8fc",1994,12,7,"USA",253,74,"R","R",2019-03-28,1994-12-07
"9352b3d71ffb81f2fa064569fe84b709afa8ab17","ec527a0e0ef2676c846287b47ce8b383442d1428",1987,4,8,"Cuba",230,73,"L","R",2010-09-01,1987-04-08
"f53eda7392de8ab6de38e9bca9b8aad894320ab9","c352482f054d40388a47959db13835f48d6af97f",1992,9,8,"USA",226,71,"R","R",2016-08-27,1992-09-08
"5448b65e7d22db5b9d54be96eebc37243ff13f6f","f534c2bffacfba4cb168baf27d61ebe380b39ea8",1991,1,14,"Germany",215,77,"R","R",2014-06-16,1991-01-14
"f5a81b8b5f85ece95ef32c17c812ac878b2d0d8b","f554ba5fe3f2cb20e587fafef58ca945ae24516a",1990,5,6,"Venezuela",166,66,"R","R",2011-07-20,1990-05-06
"df490eb18b8516912929f4b3b9747db76bf0eab3","4bc06197a5849f71afc7948831cd1d6db1599f9d",1989,1,17,"D.R.",170,73,"L","L",2014-09-03,1989-01-17
"d641dcf7df9dd49f9842ed4b53b5c439f1af1725","926a89179071a402a69b8a0ea8c84767964303a2",1990,1,30,"USA",185,69,"L","R",2020-08-05,1990-01-30
"f4d4a36c6b6648bef8169a0283096680fc1a5de7","4106802376d008396991ce7f923a8f55364b37e1",2001,11,19,"Venezuela",242,70,"R","R",2022-09-30,2001-11-19
"d4a29270c473d485ec4e6e7ee54c184c8795b9df","cc4023dc15606cdac813c487ba3218cc1d5e8459",1990,4,18,"Venezuela",205,72,"R","R",2011-08-10,1990-04-18
"c0806e8839994c2e83d9dc1b1a1faeaca0661f1d","198f691d726f2f921e2a24c7690c86bfb7d73538",1989,5,6,"Venezuela",195,71,"L","L",2013-06-09,1989-05-06
"dc4721a955b712ffc546f09eea70c45c125058fd","333470bc221382dcda627db0186f0f9773182186",1995,5,21,"Venezuela",240,72,"L","L",2017-05-03,1995-05-21
"199063b5d2f9d6eecf0d7a60f6305738941a9064","ab2446aeebb84bda18d23a6a249b69709327a970",1987,2,6,"D.R.",250,75,"L","R",2010-06-16,1987-02-06
,"0c94ed2e90cdfb30e12fd39d46743d65fbc083d6",1991,6,8,"USA",238,73,"R","R",2014-09-03,1991-06-08
"7fc1649c77a577cbd7893f4e3ed89ff542d9e3c2","b8f943ee39cfe429aab5eef837a893123d8cea31",1997,6,27,"Cuba",225,77,"L","R",2019-06-09,1997-06-27
"ad3c96b12eb524da639ce2a34c52cc10121452a5","8d172ac7fe6bad2246de8476f73a88596407ce97",1995,3,1,"Venezuela",208,73,"R","R",2019-06-20,1995-03-01
"ba9c0be3f577fabf035796c380017d4eb794ad4d","ed1f5adaff22a4650779c65be7ea211e6b62be09",1989,4,6,"Venezuela",160,66,"L","R",2011-04-26,1989-04-06
,"aec33dc0004875d728749dbefa5a2507abf23622",1994,10,24,"USA",210,74,"R","R",2021-07-16,1994-10-24
"7d48398a4b12c939bee2a58003e9c52b99dc915c","1ba8f134ac80c360eb91df38f9e32017a0d7464c",1988,2,1,"USA",230,76,"L","L",2009-04-10,1988-02-01
"8c1ce164c9c2f88827df8e1c1ac13dcb77721697","f2475d0073ca398590fc8612e5cb4ca4d94b246c",1993,5,19,"USA",208,75,"R","R",2017-09-01,1993-05-19
"57ed72fa5129e91aaf45fc261c297eb2ee3c6168","4b554c792a26bb266e113b72a5ed33df97dd6d22",1987,11,30,"USA",210,73,"R","R",2014-05-11,1987-11-30
,"acb424eae516c02d61f0c24122da703829a09c92",1990,9,14,"USA",240,76,"R","R",2015-06-21,1990-09-14
"35d57c9dcdfd61554efc913f2aa04f4e99924435","8aed45544bea8846d68e62b9f2cdc6efdb1fbfca",1994,3,22,"USA",205,75,"R","R",2017-08-01,1994-03-22
"ff169643a2e213bcc4bb59a885e869e144b3a964","5a597336955b317535b89ef123bd2fe3e919d02c",1998,5,2,"USA",170,75,"R","R",2020-08-26,1998-05-02
"2eb42a1ab88dc18a8bd30726cf83e58e658b70ca","f409c98c3150c59053669ed82cfb5bff98d3c636",1992,9,28,"USA",230,75,"L","R",2018-04-23,1992-09-28
"bd2d4ed904336afedf4133388d24dd3ceb8ff4f2","c6a766b8ab4b949f071b88958ee0d29cb6ab6913",1990,7,5,"USA",205,76,"R","R",2019-03-28,1990-07-05
"210e8eb72fd863044b7e911862dfe01a35d6f18f","a094887d756ea50eaf8f55980f980950fa0c7a99",1994,10,29,"USA",228,78,"R","R",2019-05-15,1994-10-29
"0d06d461615dc698f57ccb8a1f6b958b675c5c5f","a88c7de6692bbbc2d14c94a133293ff7f97033fd",1993,5,27,"USA",203,74,"R","R",2018-07-02,1993-05-27
"5d7f81cbee45d8cfca23e7c372cbe0d94c5fd4e7","67caa679f42a1b46d404d2d33eb3779bfbb5e819",1993,6,23,"USA",185,73,"R","R",2016-06-10,1993-06-23
"911c1207c6750d3cadff20ce7f8a4bbbb8b30c1d","866d7a7b1054986a181ae47f33702088b09b9e99",1989,12,30,"USA",220,74,"L","L",2016-06-12,1989-12-30
,"95404bf07dfc11bf9d0c367221d843b91ab41532",1990,6,9,"USA",218,73,"R","R",2018-05-23,1990-06-09
"7eff5913d27779974e8392a83471b0d695fe4c7e","81cb28d96b4d72c94b51397434f5262f822128e2",1989,8,28,"USA",215,74,"R","R",2015-04-10,1989-08-28
"e14f4fbc53a3d8459e4990275cfe0c8a435a371a","4de5d6984d940f0b0319147c9e97f4e96d0bd6cb",1988,8,26,"Venezuela",210,72,"R","R",2009-04-06,1988-08-26
"003af1e4636109b822c9acfa703cb517c46d89fc","33fda891343e75baa0b18375ec231d1ffded6752",1995,3,2,"D.R.",211,72,"R","R",2017-06-28,1995-03-02
"263f19273c6c4c12eceadb8824228fe1eac5e8a4","324ef521c1c2ec4c3338f6819a3a4bea6517f16f",1993,12,5,"USA",230,76,"R","R",2020-07-27,1993-12-05
"05a06d631ef61d90b0670c6e963959c0e76a72f3","a0170de05f8a051bb08388f3fa457e12c0d796c2",1982,1,5,"Japan",180,69,"L","R",2012-04-06,1982-01-05
,"b04e110bfc5dba3a3dfc9cecbb4c744afd1af6eb",1999,3,11,"Curacao",235,76,"R","R",2020-09-12,1999-03-11
,"8fd2da6fc4e521e791693728270dc4faaf8edc40",1991,7,15,"USA",220,77,"R","R",2022-06-29,1991-07-15
"56225eced6bbfd6d8d4dfe657d9afd19cbeead77","fa301a7fb40954807a5b2722acbf3bad17d30c04",1994,4,22,"D.R.",220,76,"R","R",2018-08-19,1994-04-22
,"2f8915b9b8d40e840bfef31e3ca47089caf7cf36",1992,11,22,"D.R.",225,73,"L","L",2016-07-04,1992-11-22
"6362c15e784c4a3ddc1f284873cb6c3d67237349","e874e13bbb36cdcd8fb637d41a577f1962a65844",1998,5,23,"Mexico",210,72,"L","R",2022-06-24,1998-05-23
,"bf4b5e684927e71035a4edd3ca3b30c03d12ba3a",1995,2,7,"Mexico",228,74,"R","R",2017-09-12,1995-02-07
,"2ec2cce2d54920fa11c6d5e399a88247e29bf4fa",1993,7,2,"D.R.",215,75,"R","R",2018-03-31,1993-07-02
"5d1b39281ac7885c9f005b80d3844c50294b6995","c7863de6e6481b82874f52f97ca7d033e226404f",1998,8,3,"Panama",195,72,"B","R",2020-07-24,1998-08-03
"f0fd720613920562c6e02506c3c444748cd5a48a","9d2e9bb04ddd5da03cfced24b28359167b9a4de0",1988,9,26,"USA",195,74,"R","R",2012-06-20,1988-09-26
"38b2429638c481b4827ceac66f6b42c4b9cfcde9","665f790a8aaf4206e9b5706c8f4aedebc36a1e65",1989,9,14,"Venezuela",200,71,"L","R",2018-07-26,1989-09-14
"8d8e84cd258ba3184b3ffa45b5a15c2ba38bea51","63c396c6c34ac42fd55483d2ac68982ac286c7ec",1994,8,4,"Venezuela",187,72,"R","R",2016-08-02,1994-08-04
"b7d69db25c114771689e75b02d1e5861b4a44564","40cc5089edfffdd8eee4a72b20dd292a8feb71aa",1991,4,16,"USA",215,74,"R","R",2013-04-28,1991-04-16
"73be4f76c2bec88740f90212ac33d9ca13899275","cb44f77e7903960b2b73e828312c8e3ef1c22890",2000,2,27,"Venezuela",217,73,"R","R",2022-04-20,2000-02-27
,"ca45c071d1a1c12c540cef81720b374bde4e3668",1992,8,11,"Japan",210,74,"R","R",2021-04-03,1992-08-11
"efe544df0657d280b9c907658d51fb41574eaff6","1114415cb7bdcc65b52238459b368d3fd7445a63",1994,6,30,"Cuba",244,73,"R","R",2019-06-14,1994-06-30
"f4376d857342ed8e25960235e8b2dc6185aca904","3bb3ff4539959bbaaa3994714e82fa72f3702887",1990,9,11,"USA",225,74,"R","R",2015-08-08,1990-09-11
"0ad2e5cf1e052b219e6b8b806a56a9eb96cb29be","fb084f9e2c1f7cf2abb3ac8f008d8791ae39b31b",1995,2,28,"Cuba",185,71,"R","R",2019-08-14,1995-02-28
"383e94bde2444fafd3a346803843c1f1319e5149","267314be2921eb13299f3563b0757b0cec1a77ce",1997,4,9,"Venezuela",175,70,"L","R",2019-05-18,1997-04-09
"9857b8daf8b6805100daad8635a094006a273738","67863843e51a652df197e24c61b7ef37c9a4b541",1986,3,6,"USA",230,76,"R","R",2010-06-10,1986-03-06
"da5e6e1e91c8e4e967c7c57452ec3497ee932050","cea36bf48a0d8167196855057c679d4019179426",1977,2,24,"USA",185,75,"R","R",2000-06-12,1977-02-24
"fbf1703227cf7b214d016ed861f889fdb6f5a4a6","aaa157a3dff7a7adada15b1bda57246bf441f779",1995,5,30,"USA",210,73,"R","R",2017-04-24,1995-05-30
"7abce7d17f61be90699da13c705e4f89352a8dcf","9776245095b2752fe71cc87ed857725c4c9a39a7",1994,1,23,"Venezuela",160,73,"R","R",2019-06-20,1994-01-23
"11100d07583bcb43c2a3ac4e80d2d36734860a36","c438e1ed2e33b22a2d54a8ad8e3e275a5a158254",1990,6,30,"USA",205,73,"L","R",2013-07-30,1990-06-30
"f1e457b5b5865dd7bbcbe0a933632dec59c0f61c","94a7e6a2c5a6c63f0847f12491e6c731fb1fe3c2",1998,5,24,"USA",181,74,"R","L",2021-06-30,1998-05-24
"12e59434ed7f6c49c05adeda47362f7eeed1ee2c","4216baae0395045f5c4721fcc970c71d81f3196d",1998,2,11,"USA",240,74,"L","R",2022-05-22,1998-02-11
,"119573554dd604654cf7c37779284818acb6555a",1991,10,4,"USA",240,76,"R","R",2015-08-30,1991-10-04
"68b4b7211f012921be293ec10a5b2e400babf9f9","56cd0133b25367c9a7e1d3428c77f75509f11a40",1997,7,30,"Mexico",200,73,"R","R",2022-08-23,1997-07-30
,"07a9466c601691d8b3b7a080cf16b4a195ec7b0f",1991,10,22,"USA",225,73,"R","R",2017-04-03,1991-10-22
"1aec22a2dc737a6a12dce27f5d88561807a87e37","19568700157f47daf71bb47254e17833f0356e51",1991,10,14,"Venezuela",225,69,"R","R",2018-06-30,1991-10-14
,"2f77fca22ef473b3334bf2539b7e72fea356afd8",1991,11,2,"Venezuela",160,68,"L","R",2016-09-21,1991-11-02
,"2cedd33bc785e54833993339e3a90fe757dcf49a",1991,9,6,"USA",220,74,"R","R",2016-08-13,1991-09-06
"bcabe985eeb135e5b41bc0c5d1043e6245705456","80c724830a0fde917f04fb443399fe7f924a9c5a",1995,2,14,"D.R.",210,72,"R","R",2018-09-08,1995-02-14
"7af48e1450f901283c9991039ba95e32a606c41f","e6abdec0f159362d74bbef36e6fde1538030299c",1987,1,29,"USA",228,71,"L","R",2009-08-06,1987-01-29
"71926364af1e9d2909787a97360b3a72d51fef42","f5a51c9054c8dc1fd90bf12bc4fb4bda6546b73a",1989,7,19,"Venezuela",235,74,"L","L",2012-07-14,1989-07-19
"d636652206acb1f885b4b81be07fb45c1a2cd856","b5aa46e2e9fc9d8e06e0a288e6bf2504c4818a51",1997,1,14,"Venezuela",210,71,"R","R",2019-04-11,1997-01-14
"a73eb6b06a70b4922078ad4e9c823142a51d10ad","0d656799b00b8cd49361f1a099cb9abc8080228c",1981,3,13,"USA",205,70,"R","R",2008-05-29,1981-03-13
"cdda583515a967f60988c54bd38b0a099f7b2e56","6e30a626243cce58c2ad2a9635441b252bdac769",1983,4,1,"CAN",234,77,"R","R",2009-09-15,1983-04-01
"fdfbbbcbaa8e37c4893d20d1862635ef3d201254","a873b7d7659796b493386582acdce8bd2db40e63",1984,1,14,"D.R.",195,70,"B","R",2006-05-16,1984-01-14
"2592df55723601efd9d98374e329ce7402b3de99","2232f280e881834e9dd5def72afe8e4ce982c06b",1996,5,11,"Venezuela",181,71,"R","R",2022-04-07,1996-05-11
,"a078e016fa5de0b5c372d310b462c2421db613f0",1991,4,2,"USA",212,74,"R","R",2020-08-09,1991-04-02
"afdd2d59d3b9ffcdbb589f38b24ccbc6ec4f5423","deed07f9efbe8953a9fb4636143074971b2354a0",1998,8,16,"USA",214,73,"L","L",2021-04-04,1998-08-16
"7697cdad70aa01d9e4015b56f31a29246e651111","c51520c9eea7e819bd993a69cffb77de8c7325a6",1994,6,3,"USA",210,72,"R","R",2017-07-25,1994-06-03
"2f4d15f54d90d74da63a1cb72e6dcad1ce2e01fa","14ecf476c9ebacd982902af31d8b8f9927ecb27e",1999,7,26,"South Korea",185,73,"L","R",2022-09-23,1999-07-26
"04919f19fd9c50566716c96ff5f0615b14ccfe3d","d31eb8c8f542553afce041fda87361cd36a790cb",1992,12,1,"P.R.",190,72,"R","R",2014-08-05,1992-12-01
,"3750d5962d903fe0fecc6201cb940edccb819f15",1996,1,21,"Cuba",220,80,"R","R",2019-07-23,1996-01-21
,"03f58999cd8e92c6c812b7ca8249e942f4e61174",1988,3,11,"D.R.",232,72,"R","R",2014-05-05,1988-03-11
"330943ab5a32116e3c9171f7cb6066dabc32325c","b821842bc66dfdea25409d2e99b7a1fa35593a00",1993,11,25,"D.R.",219,74,"R","R",2018-06-04,1993-11-25
"83170768e2164aa9e1567a693be3243135e91b88","d938c060907a89d9a5ca9a07162e0bc67d801f53",1984,5,31,"USA",240,75,"R","R",2009-04-06,1984-05-31
,"6ff9fed92a08a43c29fc7e46c3ff9b81359b7348",1994,10,19,"USA",195,70,"R","R",2020-07-26,1994-10-19
"49f169280e3b61a6fc401f183fa6f4d3f9bf1b44","57329aec65c5c89926fc967770aab3daa7a5c4a4",1986,5,3,"USA",223,76,"R","R",2007-06-08,1986-05-03
"b3639a58be5e5ba74f462b1ddb80efc8e7a70400","3f3b81c2bfca53193fcadbfdc0ed1423f37c9965",1994,12,2,"USA",245,78,"R","R",2021-09-05,1994-12-02
"535908c3030518ada9ae0c982f906aa3273ae69b","579fe98bcd4b6327493a51f6d06935783dbf09e6",1993,2,1,"Panama",276,76,"L","L",2021-09-02,1993-02-01
"8409ad37278a80cc08b0efc4ab62971a072fb03b","f86a57d53cf82872341f95d6ae15fc40fb84cf19",1993,8,10,"USA",220,74,"L","L",2017-07-22,1993-08-10
,"191c89ecf034738f1916c53a870b581237b01280",1990,3,26,"USA",235,76,"R","R",2015-09-14,1990-03-26
"aa7d8c9956e820e0687d1dd1ec6d9a2e1ccb973e","fa942f132dd24f7e3e0b12ed10217e4f6c22e4d7",1991,10,24,"USA",210,73,"R","L",2022-04-10,1991-10-24
"24fec3a6368277cd9893a8149e18735d34bc8e28","b9299141eae6bc72f2cdf03e5ef34d7d6573f890",1996,4,22,"USA",180,68,"R","R",2022-05-12,1996-04-22
"b76d6e1560bb8a2f7d05f07dda608ade35499c98","2a511d16250e46482b0beea33b251154601f00a2",1991,3,13,"Mexico",215,70,"R","L",2015-07-02,1991-03-13
"589875034823cff8a9e789a932fe22f6d31b2cfd","3dac0af59e4df2f23cc714d1c4cd56966c1a50c6",1994,4,9,"USA",215,75,"R","L",2020-07-25,1994-04-09
,"1490f6a6d20bd88e1227d06942684d687799c163",1992,7,11,"USA",231,73,"R","R",2016-04-05,1992-07-11
"83902f320532a76b56367b2d4c62ffb125fdab44","aabcf19eb96efc54ff2e6009af12154298edec79",1985,6,25,"USA",215,76,"R","R",2009-05-13,1985-06-25
,"4d17aa5d6d6abbb53f21ef807c67a34beaad2316",1990,11,13,"USA",200,75,"R","R",2018-03-31,1990-11-13
"2cbeca0474008b24a40a1636beab26a99dfe638c","7e1f6f1cfe8b694dff888cc8c040d30f5d0aee3c",1992,3,11,"USA",230,75,"R","R",2022-06-03,1992-03-11
"7a7cd62152117cfa72eb43fbc6f2cd9ea0d7dfc9","4ee4b32d2f68046bdd1812de4a8b1707817ee1ab",1995,9,28,"USA",210,74,"R","R",2021-06-24,1995-09-28
"9796941558f36b8aa6fb6ddac8dbf46df6266990","8a3df478268d19e03440553fb7aace05a7d29aba",1992,12,18,"USA",210,75,"R","R",2018-04-30,1992-12-18
"a9575a219e177b56f4550f5f8fa4f0d9e4a63524","952fbaee9154fc9fbac0d0aeac96e85b6705839f",1989,12,28,"USA",187,70,"R","R",2015-05-24,1989-12-28
"b0fa0d4d63f275c0bea4a8a817c6d734fff04268","0603100bf61e2d422ae0162e6e8104aabc580b5c",1986,5,15,"USA",210,74,"R","R",2012-08-07,1986-05-15
